Asic,Accounting/Finance,Age-Derived,All-Positions,Arizona State University,Avg. Tenure (before SanDisk),Job Hop,California State University,Computers,Degree Level,Degree Progam Rollup,Design,Director-VP-Mgmt,Engineer Type 1,Engineer Type,Engineer,Firmware,Gender,India,Indian Institute of Technology,Israel,Marketing/Sales,Number of Records,Other 1,Other 2,Other,Position level,Predict2,San Jose State University,SanDisk Position Change (from prior role),SanDisk Position,SanDisk Tenure,Santa Clara University,Software,Stanford University,Systems,Technion - Israel Institute of Technology,Total Experience,Total Other Job Experience,Total Other Jobs,Total SanDisk Jobs,Total SanDisk and Other Jobs,USA,USC,University Region,University of California,University of Illinois,University,Year,Id,Rf
0,0,62,Engineer-Software,0,4.98739726,4-5,0,0,Masters,Computers,0,0,Other,Software,1,0,Men,0,0,0,0,1,0,1,0,IC,Medium,0,No Change,Engineer,0.832876712,0,1,0,0,0,26,24.9369863,5,1,6,0,0,EMEA,0,0,Other,2013,181099,0.430734817
0,0,22,Engineer-Firmware,0,0.58630137,0-1,0,0,Masters,Other,0,0,Other,Firmware,1,1,Men,0,0,0,0,1,0,1,0,IC,Medium,0,No Change,Engineer,1.926027397,0,0,0,0,0,4,0.58630137,1,2,3,0,0,EMEA,0,0,Other,2013,190634,0.419112830
0,0,30,Engineer-Other,0,3.532420091,3-4,0,0,Masters,Other,0,0,Other,Other,1,0,Men,0,0,0,0,1,1,1,0,IC,Medium,0,No Change,Engineer,5.791780822,0,0,0,0,0,16,10.59726027,3,2,5,0,0,APAC,0,0,Other,2013,10681,0.318335106
0,0,38,Other,0,2.460958904,2-3,0,0,Masters,Other,0,0,Other,Other,0,0,Men,0,0,0,0,1,1,1,1,Management,Medium,0,No Change,Other,4.002739726,0,0,0,0,0,14,9.843835616,4,1,5,0,0,Americas,0,0,Other,2013,10972,0.490257820
0,0,56,Engineer-Design,0,6.642922374,6-7,0,0,Missing,Other,1,0,Other,Design,1,0,Men,0,0,0,0,1,0,1,0,IC,Medium,0,No Change,Engineer,3.002739726,0,0,0,0,0,23,19.92876712,3,1,4,0,0,Unknown,0,0,Other,2013,190720,0.361335106
0,0,31,Engineer-Firmware,0,2.460273973,2-3,0,0,Missing,Other,0,0,Other,Firmware,1,1,Men,0,0,0,0,1,0,1,0,IC,Medium,0,No Change,Engineer,1.665753425,0,0,0,0,0,12,9.84109589,4,2,6,0,0,APAC,0,0,Other,2013,186041,0.160783624
0,0,30,Engineer-Firmware,0,0,0-1,0,0,Missing,Other,0,0,Other,Firmware,1,1,Men,0,0,0,0,1,0,1,0,IC,Medium,0,No Change,Engineer,10.29589041,0,0,0,0,0,14,3.750684932,0,2,2,0,0,Unknown,0,0,Other,2013,181012,0.303335106
0,0,30,Engineer-Firmware,0,0,0-1,0,0,Missing,Other,0,0,Other,Firmware,1,1,Men,0,0,0,0,1,0,1,0,IC,Medium,0,No Change,Engineer,10.29589041,0,0,0,0,0,14,3.750684932,0,2,2,0,0,Unknown,0,0,Other,2013,181012,0.304335106
0,0,49,Engineer-Software,0,4.585616438,4-5,0,0,Missing,Other,0,0,Other,Software,1,0,Men,0,0,0,0,1,0,1,0,IC,Medium,0,No Change,Engineer,2.41369863,0,1,0,0,0,21,18.34246575,4,1,5,0,0,Unknown,0,0,Other,2013,181508,0.394764194
0,0,39,Computers,0,6.71369863,6-7,0,1,Missing,Other,0,0,Other,Other,0,0,Men,0,0,0,0,1,1,1,0,IC,Medium,0,No Change,IT,2.339726027,0,0,0,0,0,16,13.42739726,2,1,3,0,0,Unknown,0,0,Other,2013,11514,0.465517352
0,0,39,Computers,0,6.71369863,6-7,0,1,Missing,Other,0,0,Other,Other,0,0,Men,0,0,0,0,1,1,1,0,IC,Medium,0,No Change,IT,2.339726027,0,0,0,0,0,16,13.42739726,2,1,3,0,0,Unknown,0,0,Other,2013,11514,0.465517352
0,0,28,Computers,0,0.916634051,0-1,0,1,Missing,Other,0,0,Other,Other,0,0,Men,0,0,0,0,1,1,1,0,IC,Medium,0,No Change,IT,2.923287671,0,0,0,0,0,9,6.416438356,7,2,9,0,0,Unknown,0,0,Other,2013,190458,0.267335106
0,0,51,Other,0,6.755251142,6-7,0,0,Missing,Other,0,0,Other,Other,0,0,Men,0,0,0,0,1,1,1,1,IC,Medium,0,No Change,Other,1.75890411,0,0,0,0,0,22,20.26575342,3,1,4,0,0,Unknown,0,0,Other,2013,11522,0.490630388
0,0,30,Engineer-Firmware,0,2.45890411,2-3,0,0,Bachelors,Computers,0,0,USA,Firmware,1,1,Men,0,0,0,0,1,0,0,0,IC,Medium,0,No Change,Engineer,2.506849315,0,0,0,0,0,7,4.917808219,2,1,3,1,0,Americas,0,0,Other,2013,185994,0.405335106
0,0,30,Engineer-Firmware,0,2.45890411,2-3,0,0,Bachelors,Computers,0,0,USA,Firmware,1,1,Men,0,0,0,0,1,0,0,0,IC,Medium,0,No Change,Engineer,2.506849315,0,0,0,0,0,7,4.917808219,2,1,3,1,0,Americas,0,0,Other,2013,185994,0.406335106
0,0,51,Engineer-Firmware,0,2.459931507,2-3,1,0,Bachelors,Computers,0,0,USA,Firmware,1,1,Men,0,0,0,0,1,0,0,0,IC,Medium,0,No Change,Engineer,1.580821918,0,0,0,0,0,21,19.67945205,8,1,9,1,0,Americas,0,0,California State University,2013,11047,0.434195972
0,0,25,Engineer-Firmware,0,0.307762557,0-1,0,0,Bachelors,Computers,0,0,USA,Firmware,1,1,Men,0,0,0,0,1,0,0,0,IC,Medium,1,No Change,Engineer,2.583561644,0,0,0,0,0,4,0.923287671,3,2,5,1,0,Americas,0,0,San Jose State University,2013,181187,0.432559424
0,0,25,Engineer-Firmware,0,0.307762557,0-1,0,0,Bachelors,Computers,0,0,USA,Firmware,1,1,Men,0,0,0,0,1,0,0,0,IC,Medium,1,No Change,Engineer,2.583561644,0,0,0,0,0,4,0.923287671,3,2,5,1,0,Americas,0,0,San Jose State University,2013,181187,0.432559424
0,0,32,Engineer-Software,0,1.876712329,1-2,0,0,Bachelors,Computers,0,0,USA,Software,1,0,Men,0,0,0,0,1,0,0,0,IC,Medium,0,No Change,Engineer,1.663013699,0,1,0,0,0,13,11.26027397,6,1,7,1,0,Americas,0,0,Other,2013,11039,0.413467758
0,0,32,Engineer-Software,0,1.876712329,1-2,0,0,Bachelors,Computers,0,0,USA,Software,1,0,Men,0,0,0,0,1,0,0,0,IC,Medium,0,No Change,Engineer,1.663013699,0,1,0,0,0,13,11.26027397,6,1,7,1,0,Americas,0,0,Other,2013,11039,0.413467758
0,0,24,Computers,0,1.230479452,1-2,0,1,Bachelors,Computers,0,0,USA,Other,0,0,Men,0,0,0,0,1,1,0,0,IC,Medium,0,No Change,IT,4.287671233,0,0,0,0,0,14,9.843835616,8,2,10,1,0,Americas,0,0,Other,2013,10692,0.228335106
0,0,22,Other,0,0,0-1,0,0,Bachelors,Computers,0,0,USA,Other,0,0,Men,0,0,0,0,1,1,0,1,IC,Medium,1,No Change,Other,7.378082192,0,0,0,0,0,8,1,0,2,2,1,0,Americas,0,0,San Jose State University,2013,11134,0.449244486
0,0,56,Engineer-Firmware,0,2.70332681,2-3,0,0,Bachelors,Engineering,0,0,USA,Firmware,1,1,Men,0,0,0,0,1,0,0,0,IC,Medium,1,No Change,Engineer,4.087671233,0,0,0,0,0,23,18.92328767,7,1,8,1,0,Americas,0,0,San Jose State University,2013,11109,0.402071864
0,0,34,Engineer-Other,0,4.920547945,4-5,0,0,Bachelors,Engineering,0,0,USA,Other,1,0,Men,0,0,0,0,1,1,0,0,IC,Medium,0,No Change,Engineer,0.495890411,0,0,0,0,0,10,9.84109589,2,1,3,1,0,Americas,0,0,Other,2013,10694,0.397783057
0,0,24,Engineer-Other,0,0.19543379,0-1,0,0,Bachelors,Engineering,0,0,USA,Other,1,0,Men,0,0,0,0,1,1,0,0,IC,Medium,0,No Change,Engineer,0.580821918,0,0,0,0,0,1,0.58630137,3,1,4,1,1,Americas,0,0,USC,2013,201000,0.437736772
0,0,27,Engineer-Other,0,4.045205479,4-5,0,0,Bachelors,Engineering,0,0,USA,Other,1,0,Men,0,0,0,0,1,1,0,0,IC,Medium,0,No Change,Engineer,0.580821918,0,0,0,0,0,17,16.18082192,4,1,5,1,0,Americas,0,0,Other,2013,183841,0.397087877
0,0,55,Engineer-Software,0,0.279452055,0-1,1,0,Bachelors,Engineering,0,0,USA,Software,1,0,Men,0,0,0,0,1,0,0,0,IC,Medium,0,No Change,Engineer,1.161643836,0,1,0,0,0,2,0.838356164,3,1,4,1,0,Americas,0,0,California State University,2013,11127,0.471841901
0,0,23,Engineer-Software,0,0.802191781,0-1,0,0,Bachelors,Engineering,0,0,USA,Software,1,0,Men,0,0,0,0,1,0,0,0,IC,Medium,0,No Change,Engineer,1,0,1,0,0,0,5,4.010958904,5,1,6,1,0,Americas,1,0,University of California,2013,181109,0.423122237
0,0,24,Engineer-Systems,0,0.167123288,0-1,0,0,Bachelors,Engineering,0,0,USA,Systems,1,0,Men,0,0,0,0,1,0,0,0,IC,Medium,0,No Change,Engineer,2.082191781,0,0,0,1,0,2,0.334246575,2,1,3,1,0,Americas,0,0,Other,2013,181781,0.416261736
0,0,33,Engineer-Director-VP-Mgmt,0,1,1-2,0,0,Bachelors,Engineering,0,1,USA,Director-VP-Mgmt,1,0,Men,0,0,0,0,1,0,0,0,Management,Medium,0,No Change,Engineer,0.331506849,0,0,0,0,0,1,1,1,1,2,1,0,Americas,0,0,Other,2013,183716,0.444494876
0,0,61,Other,0,4.002348337,4-5,0,0,Bachelors,Other,0,0,USA,Other,0,0,Men,0,0,0,0,1,1,0,1,Director,Medium,1,No Change,Other,6.920547945,0,0,0,0,0,35,28.01643836,7,2,9,1,0,Americas,0,0,San Jose State University,2013,11079,0.193984404
0,0,22,Engineer-Other,0,0.188356164,0-1,0,0,Bachelors,Other,0,0,USA,Other,1,0,Men,0,0,0,0,1,1,0,0,IC,Medium,0,No Change,Engineer,0.580821918,0,0,0,0,0,1,0.753424658,4,1,5,1,1,Americas,0,0,USC,2013,11561,0.435025645
0,0,22,Engineer-Other,0,0.188356164,0-1,0,0,Bachelors,Other,0,0,USA,Other,1,0,Men,0,0,0,0,1,1,0,0,IC,Medium,0,No Change,Engineer,0.580821918,0,0,0,0,0,1,0.753424658,4,1,5,1,1,Americas,0,0,USC,2013,11561,0.435025645
0,0,50,Engineer-Software,0,2.167465753,2-3,0,0,Bachelors,Other,0,0,USA,Software,1,0,Men,0,0,0,0,1,0,0,0,IC,Medium,0,No Change,Engineer,2,0,1,0,0,0,19,17.33972603,8,1,9,1,0,Americas,0,0,Other,2013,189782,0.430130382
0,1,24,Accounting/Finance,0,1.169178082,1-2,0,0,Bachelors,Other,0,0,USA,Other,0,0,Men,0,0,0,0,1,1,0,0,IC,Medium,0,No Change,Finance,1.336986301,0,0,0,0,0,6,4.676712329,4,2,6,1,0,Americas,0,0,Other,2013,183011,0.284335106
0,0,32,Engineer-Other,0,2.730821918,2-3,0,0,Bachelors,Other,0,0,USA,Other,1,0,Men,0,0,0,0,1,1,0,0,Management,Medium,0,No Change,Engineer,2.002739726,0,0,0,0,0,13,10.92328767,4,1,5,1,0,Americas,0,0,Other,2013,11570,0.398742250
0,0,32,Engineer-Other,0,2.730821918,2-3,0,0,Bachelors,Other,0,0,USA,Other,1,0,Men,0,0,0,0,1,1,0,0,Management,Medium,0,No Change,Engineer,2.002739726,0,0,0,0,0,13,10.92328767,4,1,5,1,0,Americas,0,0,Other,2013,11570,0.398742250
0,0,30,Marketing/Sales,0,2.209589041,2-3,0,0,Bachelors,Other,0,0,USA,Other,0,0,Men,0,0,0,1,1,1,0,0,Management,Medium,0,No Change,Marketing/Sales,3.498630137,0,0,0,0,0,8,4.419178082,2,1,3,1,0,Americas,0,0,Other,2013,10922,0.489387552
0,0,30,Marketing/Sales,0,4.419178082,4-5,0,0,Bachelors,Other,0,0,USA,Other,0,0,Men,0,0,0,1,1,1,0,0,Management,Medium,0,No Change,Marketing/Sales,4.04109589,0,0,0,0,0,8,4.419178082,1,2,3,1,0,Americas,0,0,Other,2013,10922,0.489387552
0,0,48,Marketing/Sales,0,2.531506849,2-3,0,0,Bachelors,Other,0,0,USA,Other,0,0,Men,0,0,0,1,1,1,0,0,Management,Medium,0,No Change,Marketing/Sales,5.216438356,0,0,0,0,0,13,7.594520548,3,2,5,1,0,Americas,0,0,Other,2013,10891,0.240335106
0,0,51,Marketing/Sales,0,2.407876712,2-3,0,0,Bachelors,Other,0,0,USA,Other,0,0,Men,0,0,0,1,1,1,0,0,Management,Medium,0,No Change,Marketing/Sales,6.293150685,0,0,0,0,0,26,19.2630137,8,2,10,1,0,Americas,0,0,Other,2013,183817,0.215335106
0,0,23,Engineer-Software,0,0.784109589,0-1,0,0,Doctorate,Computers,0,0,USA,Software,1,0,Men,0,0,0,0,1,0,0,0,IC,Medium,0,No Change,Engineer,0.252054795,0,1,0,0,0,4,3.920547945,5,1,6,1,0,Americas,0,0,Other,2013,181250,0.434209788
0,0,27,Engineer-Systems,0,3.58630137,3-4,0,0,Doctorate,Computers,0,0,USA,Systems,1,0,Men,0,0,0,0,1,0,0,0,IC,Medium,0,No Change,Engineer,2.583561644,0,0,0,1,0,10,7.17260274,2,1,3,1,0,Americas,0,0,Other,2013,181211,0.369335106
0,0,19,Engineer-Design,0,0.167123288,0-1,0,0,Doctorate,Engineering,1,0,USA,Design,1,0,Men,0,0,0,0,1,0,0,0,IC,Medium,0,No Change,Engineer,3.750684932,0,0,0,0,0,4,0.167123288,1,1,2,1,0,Americas,0,0,Other,2013,181537,0.392335106
0,1,59,Accounting/Finance,0,13.92739726,8+,0,0,Doctorate,Other,0,0,USA,Other,0,0,Men,0,0,0,0,1,1,0,0,Director,Medium,0,No Change,Finance,1.750684932,0,0,0,0,0,30,27.85479452,2,1,3,1,0,Americas,0,0,Other,2013,183860,0.417047078
0,1,59,Accounting/Finance,0,13.92739726,8+,0,0,Doctorate,Other,0,0,USA,Other,0,0,Men,0,0,0,0,1,1,0,0,Director,Medium,0,No Change,Finance,1.750684932,0,0,0,0,0,30,27.85479452,2,1,3,1,0,Americas,0,0,Other,2013,183860,0.417047078
0,0,41,Other,0,4.460273973,4-5,0,0,Doctorate,Other,0,0,USA,Other,0,0,Men,0,0,0,0,1,1,0,1,Director,Medium,0,No Change,Other,8.005479452,0,0,0,0,0,17,8.920547945,2,1,3,1,0,Americas,1,0,University of California,2013,11401,0.412097161
0,0,33,Engineer-Other,0,1.740410959,1-2,0,0,Doctorate,Other,0,0,USA,Other,1,0,Men,0,0,0,0,1,1,0,0,IC,Medium,0,No Change,Engineer,2.167123288,1,0,0,0,0,16,13.92328767,8,1,9,1,0,Americas,0,0,Santa Clara University,2013,184042,0.409176049
0,0,53,Engineer-Director-VP-Mgmt,0,4.697412481,4-5,0,0,Masters,Business,0,1,USA,Director-VP-Mgmt,1,0,Men,0,0,0,0,1,0,0,0,Director,Medium,0,No Change,Engineer,2.087671233,1,0,0,0,0,44,42.27671233,9,1,10,1,0,Americas,0,0,Santa Clara University,2013,182298,0.403572714
0,0,36,Marketing/Sales,0,1.834703196,1-2,0,0,Masters,Business,0,0,USA,Other,0,0,Men,0,0,0,1,1,1,0,0,Director,Medium,0,No Change,Marketing/Sales,6.005479452,0,0,0,0,0,17,11.00821918,6,1,7,1,0,Americas,0,0,Other,2013,183877,0.465240272
0,0,36,Marketing/Sales,0,1.834703196,1-2,0,0,Masters,Business,0,0,USA,Other,0,0,Men,0,0,0,1,1,1,0,0,Director,Medium,0,No Change,Marketing/Sales,6.005479452,0,0,0,0,0,17,11.00821918,6,1,7,1,0,Americas,0,0,Other,2013,183877,0.465240272
0,0,24,Engineer-Other,0,3.777299413,3-4,0,0,Masters,Business,0,0,USA,Other,1,0,Men,0,0,0,0,1,1,0,0,IC,Medium,0,No Change,Engineer,0.915068493,0,0,0,0,0,27,26.44109589,7,1,8,1,0,Americas,1,0,University of California,2013,181274,0.403335106
0,0,25,Engineer-Other,0,0.332420091,0-1,0,0,Masters,Business,0,0,USA,Other,1,0,Men,0,0,0,0,1,1,0,0,IC,Medium,0,No Change,Engineer,4.04109589,0,0,0,0,0,5,0.997260274,3,2,5,1,1,Americas,0,0,USC,2013,10992,0.150938625
1,0,42,Engineer-ASIC,0,2.718356164,2-3,0,0,Masters,Computers,0,0,USA,ASIC,1,0,Men,0,0,0,0,1,0,0,0,IC,Medium,0,No Change,Engineer,4.583561644,0,0,0,0,0,18,13.59178082,5,1,6,1,0,Americas,0,0,Other,2013,182338,0.376335106
0,0,25,Engineer-Design,0,0.304109589,0-1,0,0,Masters,Computers,1,0,USA,Design,1,0,Men,0,0,0,0,1,0,0,0,IC,Medium,0,No Change,Engineer,2.673972603,0,0,0,0,0,4,0.912328767,3,1,4,1,0,Americas,0,0,Other,2013,181286,0.407538210
0,0,25,Engineer-Design,0,0.456164384,0-1,0,0,Masters,Computers,1,0,USA,Design,1,0,Men,0,0,0,0,1,0,0,0,IC,Medium,0,No Change,Engineer,3.550684932,0,0,0,0,0,4,0.912328767,2,2,4,1,0,Americas,0,0,Other,2013,181286,0.407538210
0,0,25,Engineer-Firmware,0,1.835159817,1-2,1,0,Masters,Computers,0,0,USA,Firmware,1,1,Men,0,0,0,0,1,0,0,0,IC,Medium,0,No Change,Engineer,1,0,0,0,0,0,12,11.0109589,6,1,7,1,0,Americas,0,0,California State University,2013,181578,0.413852986
0,0,22,Engineer-Software,0,0.331506849,0-1,0,0,Masters,Computers,0,0,USA,Software,1,0,Men,0,0,0,0,1,0,0,0,IC,Medium,0,No Change,Engineer,1,0,1,0,0,0,1,0.331506849,1,1,2,1,0,Americas,0,0,Other,2013,181314,0.427241045
0,0,26,Engineer-Software,0,0.805479452,0-1,1,0,Masters,Computers,0,0,USA,Software,1,0,Men,0,0,0,0,1,0,0,0,IC,Medium,0,No Change,Engineer,2.673972603,0,1,0,0,0,5,2.416438356,3,1,4,1,0,Americas,0,0,California State University,2013,180975,0.403122025
0,0,20,Engineer-Systems,0,1.444748858,1-2,0,0,Masters,Computers,0,0,USA,Systems,1,0,Men,0,0,0,0,1,0,0,0,IC,Medium,0,No Change,Engineer,3.665753425,0,0,0,1,0,8,4.334246575,3,1,4,1,0,Americas,0,0,Other,2013,11021,0.366335106
0,0,20,Engineer-Systems,0,1.444748858,1-2,0,0,Masters,Computers,0,0,USA,Systems,1,0,Men,0,0,0,0,1,0,0,0,IC,Medium,0,No Change,Engineer,3.665753425,0,0,0,1,0,8,4.334246575,3,1,4,1,0,Americas,0,0,Other,2013,11021,0.368335106
0,0,27,Engineer-Systems,0,1.106164384,1-2,0,0,Masters,Computers,0,0,USA,Systems,1,0,Men,0,0,0,0,1,0,0,0,IC,Medium,0,No Change,Engineer,4.082191781,0,0,0,1,0,9,4.424657534,4,2,6,1,0,Americas,1,0,University of California,2013,10854,0.410335106
0,0,55,Engineer-Director-VP-Mgmt,0,5.566438356,4-5,0,0,Masters,Computers,0,1,USA,Director-VP-Mgmt,1,0,Men,0,0,0,0,1,0,0,0,VP,Medium,0,No Change,Engineer,3.087671233,0,0,0,0,0,25,22.26575342,4,1,5,1,0,Americas,1,0,University of California,2013,183967,0.386335106
0,0,55,Engineer-Director-VP-Mgmt,0,5.566438356,4-5,0,0,Masters,Computers,0,1,USA,Director-VP-Mgmt,1,0,Men,0,0,0,0,1,0,0,0,VP,Medium,0,No Change,Engineer,3.087671233,0,0,0,0,0,25,22.26575342,4,1,5,1,0,Americas,1,0,University of California,2013,183967,0.387335106
0,0,25,Engineer-Firmware,0,0.252054795,0-1,0,0,Masters,Engineering,0,0,USA,Firmware,1,1,Men,0,0,0,0,1,0,0,0,IC,Medium,0,No Change,Engineer,1.419178082,0,0,0,0,0,2,0.252054795,1,1,2,1,0,Americas,0,0,Other,2013,181793,0.426252334
0,0,27,Engineer-Firmware,0,1.249315068,1-2,0,0,Masters,Engineering,0,0,USA,Firmware,1,1,Men,0,0,0,0,1,0,0,0,IC,Medium,0,No Change,Engineer,4.794520548,0,0,0,0,0,9,3.747945205,3,2,5,1,0,Americas,0,0,Other,2013,10819,0.401800588
0,0,25,Engineer-Other,0,0.750684932,0-1,1,0,Masters,Engineering,0,0,USA,Other,1,0,Men,0,0,0,0,1,1,0,0,IC,Medium,0,No Change,Engineer,1.254794521,0,0,0,0,0,2,0.750684932,1,1,2,1,0,Americas,0,0,California State University,2013,11103,0.422804867
0,0,26,Engineer-Other,0,1.120547945,1-2,0,0,Masters,Engineering,0,0,USA,Other,1,0,Men,0,0,0,0,1,1,0,0,IC,Medium,0,No Change,Engineer,0.41369863,0,0,0,0,0,10,10.08493151,9,1,10,1,0,Americas,0,0,Other,2013,10841,0.432083184
0,0,24,Engineer-Other,0,2.419178082,2-3,0,0,Masters,Engineering,0,0,USA,Other,1,0,Men,0,0,0,0,1,1,0,0,IC,Medium,0,No Change,Engineer,2.624657534,0,0,0,0,0,5,2.419178082,1,2,3,1,1,Americas,0,0,USC,2013,10835,0.411297821
0,0,30,Engineer-Other,0,0,0-1,0,0,Masters,Engineering,0,0,USA,Other,1,0,Men,0,0,0,0,1,1,0,0,IC,Medium,0,No Change,Engineer,3.375342466,0,0,0,0,0,8,4.668493151,0,3,3,1,0,Americas,0,0,Other,2013,11117,0.394610541
0,0,26,Engineer-Other,0,0,0-1,0,0,Masters,Engineering,0,0,USA,Other,1,0,Men,0,0,0,0,1,1,0,0,IC,Medium,0,No Change,Engineer,4.284931507,0,0,0,0,0,6,1.668493151,0,3,3,1,1,Americas,0,0,USC,2013,181197,0.407691410
0,0,26,Engineer-Other,0,0,0-1,0,0,Masters,Engineering,0,0,USA,Other,1,0,Men,0,0,0,0,1,1,0,0,IC,Medium,0,No Change,Engineer,4.284931507,0,0,0,0,0,6,1.668493151,0,3,3,1,1,Americas,0,0,USC,2013,181197,0.407691410
0,0,32,Engineer-Other,0,4.33,4-5,0,0,Masters,Engineering,0,0,USA,Other,1,0,Men,0,0,0,0,1,1,0,0,IC,Medium,0,No Change,Engineer,4.169863014,0,0,0,0,0,9,4.331506849,1,3,4,1,0,Americas,0,0,Other,2013,181144,0.355335106
0,0,32,Engineer-Other,0,2.17,2-3,0,0,Masters,Engineering,0,0,USA,Other,1,0,Men,0,0,0,0,1,1,0,0,IC,Medium,0,No Change,Engineer,4.542465753,0,0,0,0,0,9,4.331506849,2,4,6,1,0,Americas,0,0,Other,2013,181144,0.356335106
0,0,28,Engineer-Systems,1,0.834703196,0-1,0,0,Masters,Engineering,0,0,USA,Systems,1,0,Men,0,0,0,0,1,0,0,0,IC,Medium,0,No Change,Engineer,2.002739726,0,0,0,1,0,5,2.504109589,3,1,4,1,0,Americas,0,0,Arizona State University,2013,10981,0.415164147
0,0,26,Engineer-Systems,0,0.599452055,0-1,0,0,Masters,Engineering,0,0,USA,Systems,1,0,Men,0,0,0,0,1,0,0,0,IC,Medium,0,No Change,Engineer,2.668493151,0,0,0,1,0,6,2.997260274,5,1,6,1,0,Americas,0,0,Other,2013,181335,0.405575977
0,0,31,Engineer-Systems,0,3.169863014,3-4,0,0,Masters,Engineering,0,0,USA,Systems,1,0,Men,0,0,0,0,1,0,0,0,IC,Medium,0,No Change,Engineer,7.095890411,0,0,0,1,0,10,3.169863014,1,2,3,1,0,Americas,0,0,Other,2013,186073,0.341335106
0,0,28,Engineer-Systems,1,2.504109589,2-3,0,0,Masters,Engineering,0,0,USA,Systems,1,0,Men,0,0,0,0,1,0,0,0,IC,Medium,0,No Change,Engineer,2.797260274,0,0,0,1,0,5,2.504109589,1,3,4,1,0,Americas,0,0,Arizona State University,2013,10981,0.415164147
0,0,26,Engineer-Systems,0,0.999086758,0-1,0,0,Masters,Engineering,0,0,USA,Systems,1,0,Men,0,0,0,0,1,0,0,0,IC,Medium,0,No Change,Engineer,4.545205479,0,0,0,1,0,8,2.997260274,3,3,6,1,0,Americas,0,0,Other,2013,181335,0.405575977
0,0,44,Engineer-Design,0,2.393737769,2-3,0,0,Masters,Other,1,0,USA,Design,1,0,Men,0,0,0,0,1,0,0,0,IC,Medium,0,No Change,Engineer,2.002739726,0,0,0,0,0,19,16.75616438,7,1,8,1,0,Americas,0,0,Other,2013,11550,0.419116832
0,0,44,Engineer-Design,0,2.393737769,2-3,0,0,Masters,Other,1,0,USA,Design,1,0,Men,0,0,0,0,1,0,0,0,IC,Medium,0,No Change,Engineer,2.002739726,0,0,0,0,0,19,16.75616438,7,1,8,1,0,Americas,0,0,Other,2013,11550,0.419116832
0,0,62,Engineer-Other,0,4.572146119,4-5,0,0,Masters,Other,0,0,USA,Other,1,0,Men,0,0,0,0,1,1,0,0,IC,Medium,0,No Change,Engineer,0.663013699,0,0,0,0,0,28,27.43287671,6,1,7,1,0,Americas,0,0,Other,2013,181525,0.438097060
0,0,31,Engineer-Other,0,1.204261796,1-2,0,0,Masters,Other,0,0,USA,Other,1,0,Men,0,0,0,0,1,1,0,0,IC,Medium,0,No Change,Engineer,0.419178082,0,0,0,0,0,11,10.83835616,9,1,10,1,0,Americas,0,0,Other,2013,16822,0.437999415
0,0,31,Engineer-Other,0,1.204261796,1-2,0,0,Masters,Other,0,0,USA,Other,1,0,Men,0,0,0,0,1,1,0,0,IC,Medium,0,No Change,Engineer,0.419178082,0,0,0,0,0,11,10.83835616,9,1,10,1,0,Americas,0,0,Other,2013,16822,0.437999415
0,0,26,Engineer-Software,0,0.626027397,0-1,0,0,Masters,Other,0,0,USA,Software,1,0,Men,0,0,0,0,1,0,0,0,IC,Medium,0,No Change,Engineer,1.410958904,0,1,0,0,0,4,2.504109589,4,1,5,1,1,Americas,0,0,USC,2013,180978,0.423385002
0,0,26,Engineer-Software,0,0.834703196,0-1,0,0,Masters,Other,0,0,USA,Software,1,0,Men,0,0,0,0,1,0,0,0,IC,Medium,0,No Change,Engineer,1.953424658,0,1,0,0,0,4,2.504109589,3,2,5,1,1,Americas,0,0,USC,2013,180978,0.423385002
0,1,37,Accounting/Finance,0,12.84383562,8+,0,0,Masters,Other,0,0,USA,Other,0,0,Men,0,0,0,0,1,1,0,0,Management,Medium,0,No Change,Finance,5.087671233,0,0,0,0,0,18,12.84383562,1,1,2,1,0,Americas,0,0,Other,2013,183023,0.326335106
0,1,30,Accounting/Finance,0,2.730821918,2-3,0,0,Masters,Other,0,0,USA,Other,0,0,Men,0,0,0,0,1,1,0,0,Management,Medium,0,No Change,Finance,3.673972603,0,0,0,0,0,26,21.84657534,8,1,9,1,0,Americas,1,0,University of California,2013,182476,0.480554716
0,0,29,Other,0,0.78630137,0-1,0,0,Missing,Business,0,0,USA,Other,0,0,Men,0,0,0,0,1,1,0,1,IC,Medium,0,No Change,Other,2.126027397,0,0,0,0,0,8,5.504109589,7,2,9,1,0,Americas,0,0,Other,2013,183861,0.282335106
0,0,55,Engineer-Director-VP-Mgmt,0,2.097064579,2-3,0,0,Missing,Computers,0,1,USA,Director-VP-Mgmt,1,0,Men,0,0,0,0,1,0,0,0,Director,Medium,0,No Change,Engineer,5.005479452,0,0,0,0,0,20,14.67945205,7,1,8,1,0,Americas,0,0,Other,2013,181318,0.421335106
0,0,55,Engineer-Director-VP-Mgmt,0,2.446575342,2-3,0,0,Missing,Computers,0,1,USA,Director-VP-Mgmt,1,0,Men,0,0,0,0,1,0,0,0,Director,Medium,0,No Change,Engineer,6.95890411,0,0,0,0,0,22,14.67945205,6,2,8,1,0,Americas,0,0,Other,2013,181318,0.394606449
0,0,50,Marketing/Sales,0,3.043493151,3-4,0,0,Missing,Other,0,0,USA,Other,0,0,Men,0,0,0,1,1,1,0,0,Director,Medium,0,No Change,Marketing/Sales,0.460273973,0,0,0,0,0,25,24.34794521,8,2,10,1,0,Americas,0,0,Other,2013,181387,0.297335106
